cluster_id,size,disposition,rule,decisions,categories,unit_kinds,files
DC-01787,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_eg1_premise_checks.md
DC-01788,1,restates,BR-3,D-105,cowork_docs,paragraph,cowork_eg1_premise_checks.md
DC-01789,1,restates,BR-3,D-114,cowork_docs,paragraph,cowork_eg1_premise_checks.md
DC-01790,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_eg1_premise_checks.md
DC-01791,1,restates,BR-3,D-119,cowork_docs,paragraph,cowork_eg1_premise_checks.md
DC-01792,1,restates,BR-3,D-114,cowork_docs,paragraph,cowork_eg1_premise_checks.md
DC-01793,1,restates,BR-3,D-114,cowork_docs,bullet,cowork_eg1_premise_checks.md
DC-01794,1,restates,BR-3,D-114,cowork_docs,bullet,cowork_eg1_premise_checks.md
DC-01795,1,restates,BR-3,D-114,cowork_docs,bullet,cowork_eg1_premise_checks.md
DC-01796,1,no-spec-home,BR-4,D-180,cowork_docs,paragraph,cowork_eg1_premise_checks.md
DC-01797,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_eg2_scoping.md
DC-01798,1,restates,BR-3,D-112;D-119;D-180;D-279,cowork_docs,blockquote,cowork_eg2_scoping.md
DC-01799,1,restates,BR-3,D-115;D-119,cowork_docs,paragraph,cowork_eg2_scoping.md
DC-01800,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_eg2_scoping.md
DC-01801,1,restates,BR-3,D-119,cowork_docs,table_row,cowork_eg2_scoping.md
DC-01802,1,not-a-decision,BR-7,,cowork_docs,table_row,cowork_eg2_scoping.md
DC-01803,1,not-a-decision,BR-7,,cowork_docs,table_row,cowork_eg2_scoping.md
DC-01804,1,restates,BR-3,D-119,cowork_docs,table_row,cowork_eg2_scoping.md
DC-01805,1,restates,BR-3,D-119;D-182,cowork_docs,paragraph,cowork_eg2_scoping.md
DC-01806,1,unresolved,BR-8,,cowork_docs,bullet,cowork_eg2_scoping.md
DC-01807,1,unresolved,BR-8,,cowork_docs,table_row,cowork_eg2_scoping.md
DC-01808,1,restates,BR-3,D-105,cowork_docs,table_row,cowork_eg2_scoping.md
DC-01809,1,unresolved,BR-8,,cowork_docs,table_row,cowork_eg2_scoping.md
DC-01810,1,no-spec-home,BR-4,D-180,cowork_docs,paragraph,cowork_eg2_scoping.md
DC-01811,1,restates,BR-3,D-048;D-104,cowork_docs,table_row,cowork_eg2_scoping.md
DC-01812,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_eg2_scoping.md
DC-01813,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_eg2_scoping.md
DC-01814,1,restates,BR-3,D-048;D-104,cowork_docs,paragraph,cowork_eg2_scoping.md
DC-01815,1,restates,BR-3,D-105;D-119,cowork_docs,paragraph,cowork_eg2_scoping.md
DC-01816,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_eg2_scoping.md
DC-01817,1,no-spec-home,BR-4,D-115,cowork_docs,paragraph,cowork_eg2_scoping.md
DC-01818,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_engage_arc_plan.md
DC-01819,1,unresolved,BR-8,,cowork_docs,blockquote,cowork_engage_arc_plan.md
DC-01820,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_engage_arc_plan.md
DC-01821,1,restates,BR-3,D-073;D-170,cowork_docs,bullet,cowork_engage_arc_plan.md
DC-01822,1,unresolved,BR-8,,cowork_docs,bullet,cowork_engage_arc_plan.md
DC-01823,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_engage_arc_plan.md
DC-01824,1,restates,BR-3,D-099,cowork_docs,paragraph,cowork_engage_arc_plan.md
DC-01825,1,restates,BR-3,D-099,cowork_docs,bullet,cowork_engage_arc_plan.md
DC-01826,1,unresolved,BR-8,,cowork_docs,bullet,cowork_engage_arc_plan.md
DC-01827,1,restates,BR-3,D-099,cowork_docs,bullet,cowork_engage_arc_plan.md
DC-01828,1,no-spec-home,BR-4,D-115,cowork_docs,paragraph,cowork_engage_arc_plan.md
DC-01829,1,no-spec-home,BR-4,D-279,cowork_docs,paragraph,cowork_engage_arc_plan.md
DC-01830,1,no-spec-home,BR-4,D-180,cowork_docs,bullet,cowork_engage_arc_plan.md
DC-01831,1,unresolved,BR-8,,cowork_docs,bullet,cowork_engage_arc_plan.md
DC-01832,1,no-spec-home,BR-4,D-180,cowork_docs,bullet,cowork_engage_arc_plan.md
DC-01833,1,restates,BR-3,D-095;D-099;D-115;D-119;D-186;D-209;D-279,cowork_docs,bullet,cowork_engage_arc_plan.md
DC-01834,1,restates,BR-3,D-099;D-119;D-180;D-189;D-277;D-278,cowork_docs,paragraph,cowork_engage_arc_plan.md
DC-01835,1,no-spec-home,BR-4,D-176,cowork_docs,paragraph,cowork_engage_arc_plan.md
DC-01836,1,restates,BR-3,D-119;D-277;D-279,cowork_docs,paragraph,cowork_engage_arc_plan.md
DC-01837,1,unresolved,BR-8,,cowork_docs,blockquote,cowork_evidence_inventory.md
DC-01838,1,unresolved,BR-8,,cowork_docs,bullet,cowork_evidence_inventory.md
DC-01839,1,unresolved,BR-8,,cowork_docs,bullet,cowork_evidence_inventory.md
DC-01840,1,restates,BR-3,D-085;D-119,cowork_docs,bullet,cowork_evidence_inventory.md
DC-01841,1,unresolved,BR-8,,cowork_docs,bullet,cowork_evidence_inventory.md
DC-01842,1,unresolved,BR-8,,cowork_docs,bullet,cowork_evidence_inventory.md
DC-01843,1,unresolved,BR-8,,cowork_docs,bullet,cowork_evidence_inventory.md
DC-01844,1,restates,BR-3,D-081,cowork_docs,bullet,cowork_evidence_inventory.md
DC-01845,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_evidence_inventory.md
DC-01846,1,restates,BR-3,D-025,cowork_docs,bullet,cowork_evidence_inventory.md
DC-01847,1,restates,BR-3,D-025;D-119,cowork_docs,bullet,cowork_evidence_inventory.md
DC-01848,1,restates,BR-3,D-025;D-081,cowork_docs,paragraph,cowork_evidence_inventory.md
DC-01849,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_evidence_inventory.md
DC-01850,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_evidence_inventory.md
DC-01851,1,restates,BR-3,D-119,cowork_docs,paragraph,cowork_evidence_inventory.md
DC-01852,1,no-spec-home,BR-4,D-182,cowork_docs,paragraph,cowork_evidence_inventory.md
DC-01853,1,restates,BR-3,D-100;D-119,cowork_docs,paragraph,cowork_evidence_inventory.md
DC-01854,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_evidence_inventory.md
DC-01855,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_factorization_desk_simulation.md
DC-01856,1,restates,BR-3,D-097,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01857,1,restates,BR-3,D-001;D-119,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01858,1,restates,BR-3,D-097,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01859,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_factorization_desk_simulation.md
DC-01860,1,restates,BR-3,D-097;D-119,cowork_docs,bullet,cowork_factorization_desk_simulation.md
DC-01861,1,no-spec-home,BR-4,D-180,cowork_docs,bullet,cowork_factorization_desk_simulation.md
DC-01862,1,restates,BR-3,D-119,cowork_docs,bullet,cowork_factorization_desk_simulation.md
DC-01863,1,unresolved,BR-8,,cowork_docs,bullet,cowork_factorization_desk_simulation.md
DC-01864,1,restates,BR-3,D-119,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01865,1,restates,BR-3,D-119,cowork_docs,bullet,cowork_factorization_desk_simulation.md
DC-01866,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01867,1,restates,BR-3,D-119,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01868,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_factorization_desk_simulation.md
DC-01869,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01870,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_factorization_desk_simulation.md
DC-01871,1,restates,BR-3,D-019;D-099;D-119,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01872,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_factorization_desk_simulation.md
DC-01873,1,unresolved,BR-8,,cowork_docs,bullet,cowork_factorization_desk_simulation.md
DC-01874,1,unresolved,BR-8,,cowork_docs,bullet,cowork_factorization_desk_simulation.md
DC-01875,1,restates,BR-3,D-019;D-119,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01876,1,restates,BR-3,D-019,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01877,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_factorization_desk_simulation.md
DC-01878,1,restates,BR-3,D-019,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01879,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_factorization_desk_simulation.md
DC-01880,1,restates,BR-3,D-119,cowork_docs,bullet,cowork_factorization_desk_simulation.md
DC-01881,1,restates,BR-3,D-019,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01882,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_factorization_desk_simulation.md
DC-01883,1,restates,BR-3,D-019;D-119,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01884,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_factorization_desk_simulation.md
DC-01885,1,restates,BR-3,D-019;D-097;D-119,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01886,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_factorization_desk_simulation.md
DC-01887,1,not-a-decision,BR-9,,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01888,1,restates,BR-3,D-004;D-019;D-119;D-180,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01889,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_factorization_desk_simulation.md
DC-01890,1,restates,BR-3,D-019;D-119,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01891,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_factorization_desk_simulation.md
DC-01892,1,restates,BR-3,D-019;D-119,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01893,1,restates,BR-3,D-004;D-019,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01894,1,restates,BR-3,D-054;D-119,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01895,1,restates,BR-3,D-019;D-097;D-119,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01896,1,restates,BR-3,D-048,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01897,1,restates,BR-3,D-048;D-119,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01898,1,restates,BR-3,D-099;D-119,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01899,1,restates,BR-3,D-119,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01900,1,restates,BR-3,D-119,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01901,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_factorization_desk_simulation.md
DC-01902,1,unresolved,BR-8,,cowork_docs,bullet,cowork_factorization_desk_simulation.md
DC-01903,1,unresolved,BR-8,,cowork_docs,bullet,cowork_factorization_desk_simulation.md
DC-01904,1,restates,BR-3,D-005;D-095;D-097;D-183;D-186;D-271,cowork_docs,paragraph,cowork_factorization_desk_simulation.md
DC-01905,1,restates,BR-3,D-119,cowork_docs,blockquote,cowork_fb_redesign_design.md
DC-01906,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_fb_redesign_design.md
DC-01907,1,not-a-decision,BR-7,,cowork_docs,table_row,cowork_fb_redesign_design.md
DC-01908,1,restates,BR-3,D-080,cowork_docs,table_row,cowork_fb_redesign_design.md
DC-01909,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_fb_redesign_design.md
DC-01910,1,restates,BR-3,D-119,cowork_docs,paragraph,cowork_fb_redesign_design.md
DC-01911,1,restates,BR-3,D-119,cowork_docs,paragraph,cowork_fb_redesign_design.md
DC-01912,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_fb_redesign_design.md
DC-01913,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_fb_redesign_design.md
DC-01914,1,unresolved,BR-8,,cowork_docs,bullet,cowork_fb_redesign_design.md
DC-01915,1,unresolved,BR-8,,cowork_docs,bullet,cowork_fb_redesign_design.md
DC-01916,1,unresolved,BR-8,,cowork_docs,bullet,cowork_fb_redesign_design.md
DC-01917,1,unresolved,BR-8,,cowork_docs,bullet,cowork_fb_redesign_design.md
DC-01918,1,unresolved,BR-8,,cowork_docs,bullet,cowork_fb_redesign_design.md
DC-01919,1,unresolved,BR-8,,cowork_docs,bullet,cowork_fb_redesign_design.md
DC-01920,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_fb_redesign_design.md
DC-01921,1,unresolved,BR-8,,cowork_docs,bullet,cowork_fb_redesign_design.md
DC-01922,1,unresolved,BR-8,,cowork_docs,bullet,cowork_fb_redesign_design.md
DC-01923,1,restates,BR-3,D-051,cowork_docs,bullet,cowork_fb_redesign_design.md
DC-01924,1,restates,BR-3,D-115;D-119,cowork_docs,bullet,cowork_fb_redesign_design.md
DC-01925,1,restates,BR-3,D-119,cowork_docs,paragraph,cowork_fb_redesign_design.md
DC-01926,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_fb_redesign_design.md
DC-01927,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_fb_redesign_design.md
DC-01928,1,unresolved,BR-8,,cowork_docs,bullet,cowork_fb_redesign_design.md
DC-01929,1,restates,BR-3,D-119,cowork_docs,bullet,cowork_fb_redesign_design.md
DC-01930,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_fb_redesign_design.md
DC-01931,1,restates,BR-3,D-115;D-119,cowork_docs,paragraph,cowork_fb_redesign_design.md
DC-01932,1,restates,BR-3,D-071;D-115;D-119,cowork_docs,bullet,cowork_fb_redesign_design.md
DC-01933,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_fb_redesign_design.md
DC-01934,1,unresolved,BR-8,,cowork_docs,bullet,cowork_functional_analysis_research_grounding.md
DC-01935,1,unresolved,BR-8,,cowork_docs,bullet,cowork_functional_analysis_research_grounding.md
DC-01936,1,unresolved,BR-8,,cowork_docs,bullet,cowork_functional_analysis_research_grounding.md
DC-01937,1,unresolved,BR-8,,cowork_docs,bullet,cowork_functional_analysis_research_grounding.md
DC-01938,1,not-a-decision,BR-5,,cowork_docs,blockquote,cowork_gateA_unification_design.md
DC-01939,1,no-spec-home,BR-4,D-115,cowork_docs,table_row,cowork_gateA_unification_design.md
DC-01940,1,restates,BR-3,D-115;D-119,cowork_docs,table_row,cowork_gateA_unification_design.md
DC-01941,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_gateA_unification_design.md
DC-01942,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_gateA_unification_design.md
DC-01943,1,unresolved,BR-8,,cowork_docs,bullet,cowork_gateA_unification_design.md
DC-01944,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_gateA_unification_design.md
DC-01945,1,not-a-decision,BR-5,,cowork_docs,paragraph,cowork_gateA_unification_design.md
DC-01946,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_gateA_unification_design.md
DC-01947,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_gateA_unification_design.md
DC-01948,1,no-spec-home,BR-4,D-192,cowork_docs,bullet,cowork_gateA_unification_design.md
DC-01949,1,unresolved,BR-8,,cowork_docs,bullet,cowork_gateA_unification_design.md
DC-01950,1,unresolved,BR-8,,cowork_docs,bullet,cowork_gateA_unification_design.md
DC-01951,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_gateA_unification_design.md
DC-01952,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_gateA_unification_design.md
DC-01953,1,restates,BR-3,D-039;D-099,cowork_docs,paragraph,cowork_gateA_unification_design.md
DC-01954,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_gateA_unification_design.md
DC-01955,1,unresolved,BR-8,,cowork_docs,bullet,cowork_gateA_unification_design.md
DC-01956,1,restates,BR-3,D-119,cowork_docs,blockquote,cowork_gate_policy_amendment.md
DC-01957,1,restates,BR-3,D-115;D-119,cowork_docs,paragraph,cowork_gate_policy_amendment.md
DC-01958,1,restates,BR-3,D-115;D-119,cowork_docs,paragraph,cowork_gate_policy_amendment.md
DC-01959,1,restates,BR-3,D-115;D-119;D-191,cowork_docs,bullet,cowork_gate_policy_amendment.md
DC-01960,1,restates,BR-3,D-115;D-119;D-191,cowork_docs,bullet,cowork_gate_policy_amendment.md
DC-01961,1,unresolved,BR-8,,cowork_docs,bullet,cowork_gate_policy_amendment.md
DC-01962,1,restates,BR-3,D-119;D-191,cowork_docs,paragraph,cowork_gate_policy_amendment.md
DC-01963,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_gate_policy_amendment.md
DC-01964,1,restates,BR-3,D-119;D-191,cowork_docs,bullet,cowork_gate_policy_amendment.md
DC-01965,1,restates,BR-3,D-029,cowork_docs,blockquote,cowork_idiom_discovery_design.md
DC-01966,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_idiom_discovery_design.md
DC-01967,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_idiom_discovery_design.md
DC-01968,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_idiom_discovery_design.md
DC-01969,1,restates,BR-3,D-119,cowork_docs,bullet,cowork_idiom_discovery_design.md
DC-01970,1,unresolved,BR-8,,cowork_docs,bullet,cowork_idiom_discovery_design.md
DC-01971,1,unresolved,BR-8,,cowork_docs,bullet,cowork_idiom_discovery_design.md
DC-01972,1,unresolved,BR-8,,cowork_docs,bullet,cowork_idiom_discovery_design.md
DC-01973,1,unresolved,BR-8,,cowork_docs,bullet,cowork_idiom_discovery_design.md
DC-01974,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_idiom_discovery_design.md
DC-01975,1,unresolved,BR-8,,cowork_docs,bullet,cowork_idiom_discovery_design.md
DC-01976,1,unresolved,BR-8,,cowork_docs,bullet,cowork_idiom_discovery_design.md
DC-01977,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_idiom_discovery_design.md
DC-01978,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_idiom_discovery_design.md
DC-01979,1,unresolved,BR-8,,cowork_docs,bullet,cowork_idiom_discovery_design.md
DC-01980,1,restates,BR-3,D-105;D-119,cowork_docs,bullet,cowork_idiom_discovery_design.md
DC-01981,1,unresolved,BR-8,,cowork_docs,bullet,cowork_idiom_discovery_design.md
DC-01982,1,restates,BR-3,D-119,cowork_docs,bullet,cowork_idiom_discovery_design.md
DC-01983,1,unresolved,BR-8,,cowork_docs,bullet,cowork_idiom_discovery_design.md
DC-01984,1,unresolved,BR-8,,cowork_docs,bullet,cowork_idiom_discovery_design.md
DC-01985,1,restates,BR-3,D-029,cowork_docs,bullet,cowork_idiom_discovery_design.md
DC-01986,1,unresolved,BR-8,,cowork_docs,bullet,cowork_idiom_discovery_design.md
DC-01987,1,unresolved,BR-8,,cowork_docs,bullet,cowork_idiom_discovery_design.md
DC-01988,1,restates,BR-3,D-119,cowork_docs,paragraph,cowork_idiom_discovery_findings.md
DC-01989,1,unresolved,BR-8,,cowork_docs,bullet,cowork_idiom_discovery_findings.md
DC-01990,1,restates,BR-3,D-119,cowork_docs,paragraph,cowork_idiom_discovery_findings.md
DC-01991,1,restates,BR-3,D-119,cowork_docs,paragraph,cowork_idiom_discovery_findings.md
DC-01992,1,restates,BR-3,D-119,cowork_docs,paragraph,cowork_idiom_discovery_findings.md
DC-01993,1,restates,BR-3,D-085,cowork_docs,paragraph,cowork_idiom_discovery_findings.md
DC-01994,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_idiom_discovery_findings.md
DC-01995,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_idiom_discovery_findings.md
DC-01996,1,restates,BR-3,D-085;D-119,cowork_docs,bullet,cowork_idiom_discovery_findings.md
DC-01997,1,restates,BR-3,D-119,cowork_docs,bullet,cowork_idiom_discovery_findings.md
DC-01998,1,restates,BR-3,D-119,cowork_docs,bullet,cowork_idiom_discovery_findings.md
DC-01999,1,unresolved,BR-8,,cowork_docs,blockquote,cowork_idiom_entry_mapping.md
DC-02000,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_implementation_review.md
DC-02001,1,restates,BR-3,D-065,cowork_docs,paragraph,cowork_implementation_review.md
DC-02002,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_implementation_review.md
DC-02003,1,restates,BR-3,D-072,cowork_docs,bullet,cowork_implementation_review.md
DC-02004,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_implementation_review.md
DC-02005,1,restates,BR-3,D-119,cowork_docs,paragraph,cowork_implementation_review.md
DC-02006,1,no-spec-home,BR-4,D-192,cowork_docs,bullet,cowork_implementation_review.md
DC-02007,1,unresolved,BR-8,,cowork_docs,bullet,cowork_implementation_review.md
DC-02008,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_implementation_review.md
DC-02009,1,unresolved,BR-8,,cowork_docs,paragraph,cowork_implementation_review.md
DC-02010,1,restates,BR-3,D-119,cowork_docs,bullet,cowork_implementation_review.md
DC-02011,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_implementation_review.md
DC-02012,1,unresolved,BR-8,,cowork_docs,bullet,cowork_implementation_review.md
DC-02013,1,restates,BR-3,D-099;D-119,cowork_docs,blockquote,cowork_information_loss_audit.md
DC-02014,1,unresolved,BR-8,,cowork_docs,bullet,cowork_information_loss_audit.md
DC-02015,1,restates,BR-3,D-099,cowork_docs,paragraph,cowork_information_loss_audit.md
DC-02016,1,restates,BR-3,D-094;D-105;D-119,cowork_docs,paragraph,cowork_information_loss_audit.md
DC-02017,1,not-a-decision,BR-2,,cowork_docs,heading,cowork_information_loss_audit.md
DC-02018,1,restates,BR-3,D-119,cowork_docs,paragraph,cowork_information_loss_audit.md
DC-02019,1,restates,BR-3,D-027;D-080;D-105;D-114,cowork_docs,table_row,cowork_information_loss_audit.md
DC-02020,1,restates,BR-3,D-032,cowork_docs,table_row,cowork_information_loss_audit.md
