cluster_id,size,disposition,rule,decisions,categories,unit_kinds,files
DC-10956,1,not-a-decision,BR-12,,cc_reports,bullet,cc_metric_build_report.md
DC-10957,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_metric_build_report.md
DC-10958,1,not-a-decision,BR-2,,cc_reports,heading,cc_metric_build_report.md
DC-10959,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_metric_build_report.md
DC-10960,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_metric_build_report.md
DC-10961,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_metric_build_report.md
DC-10962,1,not-a-decision,BR-2,,cc_reports,heading,cc_metric_build_report.md
DC-10963,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_metric_build_report.md
DC-10964,1,unresolved,BR-8,,cc_reports,bullet,cc_metric_build_report.md
DC-10965,1,not-a-decision,BR-12,,cc_reports,bullet,cc_metric_build_report.md
DC-10966,1,not-a-decision,BR-6,,cc_reports,bullet,cc_metric_build_report.md
DC-10967,1,not-a-decision,BR-12,,cc_reports,bullet,cc_metric_build_report.md
DC-10968,1,not-a-decision,BR-6,,cc_reports,bullet,cc_metric_build_report.md
DC-10969,1,not-a-decision,BR-6,,cc_reports,bullet,cc_metric_build_report.md
DC-10970,1,restates,BR-3,D-119,cc_reports,bullet,cc_metric_build_report.md
DC-10971,1,restates,BR-3,D-119,cc_reports,blockquote,cc_metric_decomposition_report.md
DC-10972,1,restates,BR-3,D-028;D-048,cc_reports,paragraph,cc_metric_decomposition_report.md
DC-10973,1,not-a-decision,BR-2,,cc_reports,heading,cc_metric_decomposition_report.md
DC-10974,1,restates,BR-3,D-048,cc_reports,bullet,cc_metric_decomposition_report.md
DC-10975,1,not-a-decision,BR-6,,cc_reports,bullet,cc_metric_decomposition_report.md
DC-10976,1,not-a-decision,BR-2,,cc_reports,heading,cc_metric_decomposition_report.md
DC-10977,1,restates,BR-3,D-048,cc_reports,bullet,cc_metric_decomposition_report.md
DC-10978,1,not-a-decision,BR-6,,cc_reports,bullet,cc_metric_decomposition_report.md
DC-10979,1,not-a-decision,BR-9,,cc_reports,paragraph,cc_metric_decomposition_report.md
DC-10980,1,not-a-decision,BR-12,,cc_reports,bullet,cc_metric_decomposition_report.md
DC-10981,1,not-a-decision,BR-6,,cc_reports,bullet,cc_metric_decomposition_report.md
DC-10982,1,not-a-decision,BR-5,,cc_reports,blockquote,cc_metric_first_dossier.md
DC-10983,1,restates,BR-3,D-119,cc_reports,bullet,cc_metric_first_dossier.md
DC-10984,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_metric_first_dossier.md
DC-10985,1,restates,BR-3,D-119,cc_reports,bullet,cc_metric_first_dossier.md
DC-10986,1,restates,BR-3,D-119,cc_reports,bullet,cc_metric_first_dossier.md
DC-10987,1,not-a-decision,BR-7,,cc_reports,table_row,cc_metric_first_dossier.md
DC-10988,1,restates,BR-3,D-119,cc_reports,paragraph,cc_metric_first_dossier.md
DC-10989,1,restates,BR-3,D-119,cc_reports,bullet,cc_metric_first_dossier.md
DC-10990,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_metric_first_dossier.md
DC-10991,1,restates,BR-3,D-119,cc_reports,paragraph,cc_metric_first_dossier.md
DC-10992,1,no-spec-home,BR-4,D-115,cc_reports,bullet,cc_metric_first_dossier.md
DC-10993,1,not-a-decision,BR-2,,cc_reports,heading,cc_metric_first_dossier.md
DC-10994,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_metric_first_dossier.md
DC-10995,1,restates,BR-3,D-119,cc_reports,bullet,cc_metric_first_dossier.md
DC-10996,1,not-a-decision,BR-2,,cc_reports,heading,cc_metric_first_dossier.md
DC-10997,1,not-a-decision,BR-12,,cc_reports,bullet,cc_metric_first_dossier.md
DC-10998,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_metric_first_dossier.md
DC-10999,1,restates,BR-3,D-119;D-164,cc_reports,paragraph,cc_metric_rebaseline_report.md
DC-11000,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_metric_rebaseline_report.md
DC-11001,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_metric_rebaseline_report.md
DC-11002,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_metric_rebaseline_report.md
DC-11003,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_metric_rebaseline_report.md
DC-11004,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_metric_rebaseline_report.md
DC-11005,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_metric_rebaseline_report.md
DC-11006,1,not-a-decision,BR-2,,cc_reports,heading,cc_metric_rebaseline_report.md
DC-11007,1,unresolved,BR-8,,cc_reports,paragraph,cc_metric_rebaseline_report.md
DC-11008,1,not-a-decision,BR-2,,cc_reports,heading,cc_metric_rebaseline_report.md
DC-11009,1,restates,BR-3,D-115;D-119,cc_reports,paragraph,cc_metric_rebaseline_report.md
DC-11010,1,restates,BR-3,D-119,cc_reports,paragraph,cc_metric_rebaseline_report.md
DC-11011,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_metric_rebaseline_report.md
DC-11012,1,not-a-decision,BR-2,,cc_reports,heading,cc_metric_rebaseline_report.md
DC-11013,1,not-a-decision,BR-6,,cc_reports,bullet,cc_metric_rebaseline_report.md
DC-11014,1,not-a-decision,BR-12,,cc_reports,bullet,cc_metric_rebaseline_report.md
DC-11015,1,unresolved,BR-8,,cc_reports,bullet,cc_metric_rebaseline_report.md
DC-11016,1,not-a-decision,BR-12,,cc_reports,bullet,cc_metric_rebaseline_report.md
DC-11017,1,not-a-decision,BR-5,,cc_reports,blockquote,cc_metric_round2_report.md
DC-11018,1,not-a-decision,BR-6,,cc_reports,bullet,cc_metric_round2_report.md
DC-11019,1,unresolved,BR-8,,cc_reports,paragraph,cc_metric_round2_report.md
DC-11020,1,not-a-decision,BR-2,,cc_reports,heading,cc_metric_round2_report.md
DC-11021,1,not-a-decision,BR-7,,cc_reports,table_row,cc_metric_round2_report.md
DC-11022,1,unresolved,BR-8,,cc_reports,paragraph,cc_metric_round2_report.md
DC-11023,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_metric_round2_report.md
DC-11024,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_metric_round2_report.md
DC-11025,1,unresolved,BR-8,,cc_reports,bullet,cc_metric_round2_report.md
DC-11026,1,not-a-decision,BR-12,,cc_reports,bullet,cc_metric_round2_report.md
DC-11027,1,restates,BR-3,D-119,cc_reports,paragraph,cc_metric_round2_report.md
DC-11028,1,not-a-decision,BR-2,,cc_reports,heading,cc_metric_round2_report.md
DC-11029,1,not-a-decision,BR-6,,cc_reports,bullet,cc_metric_round2_report.md
DC-11030,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_metric_round2_report.md
DC-11031,1,restates,BR-3,D-119,cc_reports,blockquote,cc_metric_round3_report.md
DC-11032,1,not-a-decision,BR-12,,cc_reports,bullet,cc_metric_round3_report.md
DC-11033,1,not-a-decision,BR-12,,cc_reports,bullet,cc_metric_round3_report.md
DC-11034,1,unresolved,BR-8,,cc_reports,paragraph,cc_metric_round3_report.md
DC-11035,1,not-a-decision,BR-12,,cc_reports,table_row,cc_metric_round3_report.md
DC-11036,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_metric_round3_report.md
DC-11037,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_metric_round3_report.md
DC-11038,1,not-a-decision,BR-7,,cc_reports,table_row,cc_metric_round3_report.md
DC-11039,1,not-a-decision,BR-2,,cc_reports,heading,cc_metric_round3_report.md
DC-11040,1,not-a-decision,BR-7,,cc_reports,table_row,cc_metric_round3_report.md
DC-11041,1,restates,BR-3,D-071,cc_reports,paragraph,cc_metric_round3_report.md
DC-11042,1,not-a-decision,BR-2,,cc_reports,heading,cc_metric_round3_report.md
DC-11043,1,not-a-decision,BR-5,,cc_reports,bullet,cc_metric_round3_report.md
DC-11044,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_metric_round3_report.md
DC-11045,1,unresolved,BR-8,,cc_reports,bullet,cc_metric_round3_report.md
DC-11046,1,not-a-decision,BR-2,,cc_reports,heading,cc_metric_round3_report.md
DC-11047,1,not-a-decision,BR-6,,cc_reports,bullet,cc_metric_round3_report.md
DC-11048,1,not-a-decision,BR-12,,cc_reports,bullet,cc_metric_round3_report.md
DC-11049,1,not-a-decision,BR-12,,cc_reports,bullet,cc_metric_round3_report.md
DC-11050,1,not-a-decision,BR-9,,cc_reports,paragraph,cc_metric_round3_report.md
DC-11051,1,not-a-decision,BR-12,,cc_reports,bullet,cc_metric_round3_report.md
DC-11052,1,not-a-decision,BR-12,,cc_reports,bullet,cc_metric_round3_report.md
DC-11053,1,not-a-decision,BR-6,,cc_reports,bullet,cc_metric_round3_report.md
DC-11054,1,not-a-decision,BR-12,,cc_reports,bullet,cc_metric_round3_report.md
DC-11055,1,not-a-decision,BR-2,,cc_reports,heading,cc_mode_grading_adjudication_probe_report.md
DC-11056,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_mode_grading_adjudication_probe_report.md
DC-11057,1,restates,BR-3,D-098,cc_reports,paragraph,cc_mode_grading_adjudication_probe_report.md
DC-11058,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_mode_grading_adjudication_probe_report.md
DC-11059,1,not-a-decision,BR-9,,cc_reports,paragraph,cc_mode_grading_adjudication_probe_report.md
DC-11060,1,not-a-decision,BR-9,,cc_reports,paragraph,cc_mode_grading_adjudication_probe_report.md
DC-11061,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_mode_grading_adjudication_probe_report.md
DC-11062,1,not-a-decision,BR-2,,cc_reports,heading,cc_mode_grading_adjudication_probe_report.md
DC-11063,1,restates,BR-3,D-114,cc_reports,bullet,cc_mode_grading_adjudication_probe_report.md
DC-11064,1,not-a-decision,BR-12,,cc_reports,bullet,cc_mode_grading_adjudication_probe_report.md
DC-11065,1,not-a-decision,BR-9,,cc_reports,paragraph,cc_mode_grading_adjudication_probe_report.md
DC-11066,1,not-a-decision,BR-2,,cc_reports,heading,cc_mode_grading_adjudication_probe_report.md
DC-11067,1,unresolved,BR-8,,cc_reports,bullet,cc_mode_grading_adjudication_probe_report.md
DC-11068,1,restates,BR-3,D-119,cc_reports,paragraph,cc_mode_grading_adjudication_probe_report.md
DC-11069,1,not-a-decision,BR-2,,cc_reports,heading,cc_mode_grading_adjudication_probe_report.md
DC-11070,1,not-a-decision,BR-6,,cc_reports,bullet,cc_mode_grading_adjudication_probe_report.md
DC-11071,1,not-a-decision,BR-12,,cc_reports,bullet,cc_mode_grading_adjudication_probe_report.md
DC-11072,1,no-spec-home,BR-4,D-115,cc_reports,bullet,cc_mode_grading_adjudication_probe_report.md
DC-11073,1,not-a-decision,BR-6,,cc_reports,bullet,cc_mode_grading_adjudication_probe_report.md
DC-11074,1,no-spec-home,BR-4,D-107,cc_reports,bullet,cc_mode_grading_adjudication_probe_report.md
DC-11075,1,restates,BR-3,D-115;D-119;D-179;D-180,cc_reports,blockquote,cc_mode_key_chord_probe_report.md
DC-11076,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_mode_key_chord_probe_report.md
DC-11077,1,not-a-decision,BR-6,,cc_reports,table_row,cc_mode_key_chord_probe_report.md
DC-11078,1,not-a-decision,BR-6,,cc_reports,table_row,cc_mode_key_chord_probe_report.md
DC-11079,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_mode_key_chord_probe_report.md
DC-11080,1,unresolved,BR-8,,cc_reports,paragraph,cc_mode_key_chord_probe_report.md
DC-11081,1,restates,BR-3,D-119,cc_reports,paragraph,cc_mode_key_chord_probe_report.md
DC-11082,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_mode_key_chord_probe_report.md
DC-11083,1,restates,BR-3,D-119,cc_reports,paragraph,cc_mode_key_chord_probe_report.md
DC-11084,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_mode_key_chord_probe_report.md
DC-11085,1,unresolved,BR-8,,cc_reports,paragraph,cc_mode_key_chord_probe_report.md
DC-11086,1,restates,BR-3,D-119,cc_reports,bullet,cc_mode_key_chord_probe_report.md
DC-11087,1,unresolved,BR-8,,cc_reports,bullet,cc_mode_key_chord_probe_report.md
DC-11088,1,restates,BR-3,D-114;D-119,cc_reports,paragraph,cc_mode_key_chord_probe_report.md
DC-11089,1,not-a-decision,BR-9,,cc_reports,paragraph,cc_mode_key_chord_probe_report.md
DC-11090,1,not-a-decision,BR-12,,cc_reports,bullet,cc_mode_key_chord_probe_report.md
DC-11091,1,restates,BR-3,D-006,cc_reports,bullet,cc_mode_key_chord_probe_report.md
DC-11092,1,restates,BR-3,D-119,cc_reports,bullet,cc_mode_key_chord_probe_report.md
DC-11093,1,restates,BR-3,D-119;D-164,cc_reports,paragraph,cc_mode_key_chord_probe_report.md
DC-11094,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_mode_key_chord_probe_report.md
DC-11095,1,no-spec-home,BR-4,D-115,cc_reports,bullet,cc_mode_key_chord_probe_report.md
DC-11096,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_mode_key_chord_probe_report.md
DC-11097,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_mode_key_chord_probe_report.md
DC-11098,1,restates,BR-3,D-098,cc_reports,table_row,cc_modulation_keypath_scoping_dossier.md
DC-11099,1,not-a-decision,BR-6,,cc_reports,table_row,cc_modulation_keypath_scoping_dossier.md
DC-11100,1,not-a-decision,BR-6,,cc_reports,table_row,cc_modulation_keypath_scoping_dossier.md
DC-11101,1,no-spec-home,BR-4,D-115,cc_reports,paragraph,cc_modulation_keypath_scoping_dossier.md
DC-11102,1,not-a-decision,BR-12,,cc_reports,bullet,cc_modulation_keypath_scoping_dossier.md
DC-11103,1,restates,BR-3,D-089,cc_reports,paragraph,cc_modulation_keypath_scoping_dossier.md
DC-11104,1,not-a-decision,BR-7,,cc_reports,table_row,cc_modulation_keypath_scoping_dossier.md
DC-11105,1,restates,BR-3,D-081,cc_reports,bullet,cc_modulation_keypath_scoping_dossier.md
DC-11106,1,not-a-decision,BR-6,,cc_reports,bullet,cc_modulation_keypath_scoping_dossier.md
DC-11107,1,not-a-decision,BR-12,,cc_reports,bullet,cc_modulation_keypath_scoping_dossier.md
DC-11108,1,not-a-decision,BR-2,,cc_reports,heading,cc_modulation_keypath_scoping_dossier.md
DC-11109,1,unresolved,BR-8,,cc_reports,bullet,cc_modulation_keypath_scoping_dossier.md
DC-11110,1,unresolved,BR-8,,cc_reports,bullet,cc_modulation_keypath_scoping_dossier.md
DC-11111,1,restates,BR-3,D-081,cc_reports,paragraph,cc_modulation_keypath_scoping_dossier.md
DC-11112,1,not-a-decision,BR-6,,cc_reports,bullet,cc_modulation_keypath_scoping_dossier.md
DC-11113,1,restates,BR-3,D-115;D-119,cc_reports,bullet,cc_modulation_keypath_scoping_dossier.md
DC-11114,1,not-a-decision,BR-6,,cc_reports,bullet,cc_modulation_keypath_scoping_dossier.md
DC-11115,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_modulation_keypath_scoping_dossier.md
DC-11116,1,restates,BR-3,D-112;D-119,cc_reports,paragraph,cc_module_layering_assessment_dossier.md
DC-11117,1,not-a-decision,BR-6,,cc_reports,bullet,cc_module_layering_assessment_dossier.md
DC-11118,1,restates,BR-3,D-033;D-055,cc_reports,bullet,cc_module_layering_assessment_dossier.md
DC-11119,1,not-a-decision,BR-7,,cc_reports,table_row,cc_module_layering_assessment_dossier.md
DC-11120,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_module_layering_assessment_dossier.md
DC-11121,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_module_layering_assessment_dossier.md
DC-11122,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_module_layering_assessment_dossier.md
DC-11123,1,restates,BR-3,D-013,cc_reports,paragraph,cc_module_layering_assessment_dossier.md
DC-11124,1,restates,BR-3,D-052;D-061,cc_reports,paragraph,cc_module_layering_assessment_dossier.md
DC-11125,1,restates,BR-3,D-052,cc_reports,paragraph,cc_module_layering_assessment_dossier.md
DC-11126,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_module_layering_assessment_dossier.md
DC-11127,1,not-a-decision,BR-7,,cc_reports,table_row,cc_module_layering_assessment_dossier.md
DC-11128,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_module_layering_assessment_dossier.md
DC-11129,1,not-a-decision,BR-2,,cc_reports,heading,cc_module_layering_assessment_dossier.md
DC-11130,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_module_layering_assessment_dossier.md
DC-11131,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_module_layering_assessment_dossier.md
DC-11132,1,restates,BR-3,D-013,cc_reports,bullet,cc_module_layering_assessment_dossier.md
DC-11133,1,restates,BR-3,D-013,cc_reports,bullet,cc_module_layering_assessment_dossier.md
DC-11134,1,unresolved,BR-8,,cc_reports,bullet,cc_module_layering_assessment_dossier.md
DC-11135,1,not-a-decision,BR-2,,cc_reports,heading,cc_module_layering_assessment_dossier.md
DC-11136,1,not-a-decision,BR-6,,cc_reports,bullet,cc_module_layering_assessment_dossier.md
DC-11137,1,not-a-decision,BR-2,,cc_reports,heading,cc_module_layering_assessment_dossier.md
DC-11138,1,unresolved,BR-8,,cc_reports,bullet,cc_module_layering_assessment_dossier.md
DC-11139,1,not-a-decision,BR-9,,cc_reports,paragraph,cc_module_layering_assessment_dossier.md
DC-11140,1,not-a-decision,BR-2,,cc_reports,heading,cc_module_layering_assessment_dossier.md
DC-11141,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_module_layering_assessment_dossier.md
DC-11142,1,not-a-decision,BR-12,,cc_reports,bullet,cc_module_layering_assessment_dossier.md
DC-11143,1,unresolved,BR-8,,cc_reports,bullet,cc_module_layering_assessment_dossier.md
DC-11144,1,no-spec-home,BR-4,D-115,cc_reports,paragraph,cc_notation_consumption_audit_report.md
DC-11145,1,restates,BR-3,D-008;D-009;D-021;D-099;D-119;D-276,cc_reports,paragraph,cc_notation_consumption_audit_report.md
DC-11146,1,not-a-decision,BR-2,,cc_reports,heading,cc_notation_consumption_audit_report.md
DC-11147,1,restates,BR-3,D-008;D-021;D-100;D-109;D-119;D-190,cc_reports,bullet,cc_notation_consumption_audit_report.md
DC-11148,1,not-a-decision,BR-6,,cc_reports,bullet,cc_notation_consumption_audit_report.md
DC-11149,1,not-a-decision,BR-5,,cc_reports,bullet,cc_notation_consumption_audit_report.md
DC-11150,1,unresolved,BR-8,,cc_reports,paragraph,cc_notation_consumption_audit_report.md
DC-11151,1,unresolved,BR-8,,cc_reports,paragraph,cc_notation_consumption_audit_report.md
DC-11152,1,not-a-decision,BR-9,,cc_reports,paragraph,cc_notation_consumption_audit_report.md
DC-11153,1,restates,BR-3,D-119,cc_reports,bullet,cc_notation_consumption_audit_report.md
DC-11154,1,not-a-decision,BR-12,,cc_reports,bullet,cc_notation_consumption_audit_report.md
DC-11155,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_notation_consumption_audit_report.md
DC-11156,1,not-a-decision,BR-12,,cc_reports,table_row,cc_notation_consumption_audit_report.md
DC-11157,1,unresolved,BR-8,,cc_reports,table_row,cc_notation_consumption_audit_report.md
DC-11158,1,restates,BR-3,D-004;D-119,cc_reports,paragraph,cc_notation_consumption_audit_report.md
DC-11159,1,not-a-decision,BR-9,,cc_reports,paragraph,cc_notation_consumption_audit_report.md
DC-11160,1,restates,BR-3,D-008;D-018,cc_reports,bullet,cc_notation_consumption_audit_report.md
DC-11161,1,not-a-decision,BR-2,,cc_reports,heading,cc_notation_consumption_audit_report.md
DC-11162,1,restates,BR-3,D-010;D-119,cc_reports,paragraph,cc_notation_consumption_audit_report.md
DC-11163,1,restates,BR-3,D-054;D-055;D-077,cc_reports,bullet,cc_notation_consumption_audit_report.md
DC-11164,1,not-a-decision,BR-12,,cc_reports,bullet,cc_notation_consumption_audit_report.md
DC-11165,1,restates,BR-3,D-119;D-276,cc_reports,paragraph,cc_notation_consumption_audit_report.md
DC-11166,1,restates,BR-3,D-077,cc_reports,table_row,cc_notation_consumption_audit_report.md
DC-11167,1,not-a-decision,BR-12,,cc_reports,table_row,cc_notation_consumption_audit_report.md
DC-11168,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_notation_consumption_audit_report.md
DC-11169,1,not-a-decision,BR-9,,cc_reports,paragraph,cc_notation_consumption_audit_report.md
DC-11170,1,not-a-decision,BR-2,,cc_reports,heading,cc_notation_consumption_audit_report.md
DC-11171,1,restates,BR-3,D-010;D-099,cc_reports,bullet,cc_notation_consumption_audit_report.md
DC-11172,1,not-a-decision,BR-2,,cc_reports,heading,cc_notation_consumption_audit_report.md
DC-11173,1,restates,BR-3,D-010,cc_reports,paragraph,cc_notation_consumption_audit_report.md
DC-11174,1,restates,BR-3,D-106;D-119,cc_reports,bullet,cc_notation_consumption_audit_report.md
DC-11175,1,not-a-decision,BR-12,,cc_reports,bullet,cc_notation_consumption_audit_report.md
DC-11176,1,not-a-decision,BR-2,,cc_reports,heading,cc_notation_consumption_audit_report.md
DC-11177,1,restates,BR-3,D-018,cc_reports,bullet,cc_notation_consumption_audit_report.md
DC-11178,1,restates,BR-3,D-119,cc_reports,paragraph,cc_notation_consumption_audit_report.md
DC-11179,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_note_table_fit_report.md
DC-11180,1,restates,BR-3,D-105;D-119,cc_reports,bullet,cc_note_table_fit_report.md
DC-11181,1,restates,BR-3,D-119,cc_reports,bullet,cc_note_table_fit_report.md
DC-11182,1,restates,BR-3,D-105;D-119,cc_reports,paragraph,cc_note_table_fit_report.md
DC-11183,1,restates,BR-3,D-119,cc_reports,paragraph,cc_note_table_fit_report.md
DC-11184,1,not-a-decision,BR-2,,cc_reports,heading,cc_note_table_fit_report.md
DC-11185,1,restates,BR-3,D-119,cc_reports,paragraph,cc_note_table_fit_report.md
DC-11186,1,restates,BR-3,D-119,cc_reports,paragraph,cc_note_table_fit_report.md
DC-11187,1,restates,BR-3,D-119,cc_reports,table_row,cc_note_table_fit_report.md
DC-11188,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_note_table_fit_report.md
DC-11189,1,restates,BR-3,D-032;D-107;D-115;D-119,cc_reports,paragraph,cc_note_table_fit_report.md
DC-11190,1,restates,BR-3,D-114,cc_reports,paragraph,cc_oi155_report.md
DC-11191,1,restates,BR-3,D-114;D-119,cc_reports,paragraph,cc_oi155_report.md
DC-11192,1,restates,BR-3,D-114,cc_reports,paragraph,cc_oi155_report.md
DC-11193,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi155_report.md
DC-11194,1,restates,BR-3,D-119,cc_reports,table_row,cc_oi155_report.md
DC-11195,1,restates,BR-3,D-054;D-100;D-119,cc_reports,table_row,cc_oi155_report.md
DC-11196,1,no-spec-home,BR-4,D-210,cc_reports,table_row,cc_oi155_report.md
DC-11197,1,restates,BR-3,D-114,cc_reports,paragraph,cc_oi155_report.md
DC-11198,1,not-a-decision,BR-9,,cc_reports,paragraph,cc_oi155_report.md
DC-11199,1,restates,BR-3,D-119,cc_reports,paragraph,cc_oi155_report.md
DC-11200,1,restates,BR-3,D-119,cc_reports,paragraph,cc_oi155_report.md
DC-11201,1,restates,BR-3,D-114;D-119,cc_reports,paragraph,cc_oi155_report.md
DC-11202,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi155_report.md
DC-11203,1,restates,BR-3,D-114,cc_reports,paragraph,cc_oi155_report.md
DC-11204,1,restates,BR-3,D-119,cc_reports,table_row,cc_oi155_report.md
DC-11205,1,restates,BR-3,D-114,cc_reports,table_row,cc_oi155_report.md
DC-11206,1,restates,BR-3,D-114;D-119,cc_reports,paragraph,cc_oi155_report.md
DC-11207,1,no-spec-home,BR-4,D-115,cc_reports,table_row,cc_oi155_report.md
DC-11208,1,restates,BR-3,D-114;D-119;D-191,cc_reports,paragraph,cc_oi155_report.md
DC-11209,1,restates,BR-3,D-114,cc_reports,bullet,cc_oi155_report.md
DC-11210,1,restates,BR-3,D-119,cc_reports,paragraph,cc_oi155_report.md
DC-11211,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi155_report.md
DC-11212,1,unresolved,BR-8,,cc_reports,bullet,cc_oi155_report.md
DC-11213,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi155_report.md
DC-11214,1,restates,BR-3,D-073;D-114;D-170,cc_reports,bullet,cc_oi155_report.md
DC-11215,1,not-a-decision,BR-12,,cc_reports,bullet,cc_oi155_report.md
DC-11216,1,not-a-decision,BR-12,,cc_reports,bullet,cc_oi155_report.md
DC-11217,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_oi160_report.md
DC-11218,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_oi160_report.md
DC-11219,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_oi160_report.md
DC-11220,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi160_report.md
DC-11221,1,restates,BR-3,D-119,cc_reports,paragraph,cc_oi160_report.md
DC-11222,1,restates,BR-3,D-073;D-170,cc_reports,paragraph,cc_oi160_report.md
DC-11223,1,restates,BR-3,D-099,cc_reports,blockquote,cc_oi160_report.md
DC-11224,1,unresolved,BR-8,,cc_reports,bullet,cc_oi160_report.md
DC-11225,1,not-a-decision,BR-12,,cc_reports,bullet,cc_oi160_report.md
DC-11226,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_oi160_report.md
DC-11227,1,restates,BR-3,D-099,cc_reports,paragraph,cc_oi160_report.md
DC-11228,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_oi160_report.md
DC-11229,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_oi160_report.md
DC-11230,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi160_report.md
DC-11231,1,not-a-decision,BR-6,,cc_reports,table_row,cc_oi160_report.md
DC-11232,1,not-a-decision,BR-6,,cc_reports,table_row,cc_oi160_report.md
DC-11233,1,not-a-decision,BR-12,,cc_reports,paragraph,cc_oi160_report.md
DC-11234,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi160_report.md
DC-11235,1,unresolved,BR-8,,cc_reports,paragraph,cc_oi160_report.md
DC-11236,1,restates,BR-3,D-099,cc_reports,bullet,cc_oi160_report.md
DC-11237,1,not-a-decision,BR-12,,cc_reports,bullet,cc_oi160_report.md
DC-11238,1,no-spec-home,BR-4,D-109,cc_reports,bullet,cc_oi160_report.md
DC-11239,1,restates,BR-3,D-099;D-119,cc_reports,paragraph,cc_oi160_report.md
DC-11240,1,restates,BR-3,D-119,cc_reports,paragraph,cc_oi160_report.md
DC-11241,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi160_report.md
DC-11242,1,not-a-decision,BR-5,,cc_reports,paragraph,cc_oi160_report.md
DC-11243,1,restates,BR-3,D-115;D-119,cc_reports,paragraph,cc_oi160_report.md
DC-11244,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi160_report.md
DC-11245,1,not-a-decision,BR-12,,cc_reports,bullet,cc_oi160_report.md
DC-11246,1,restates,BR-3,D-039;D-099,cc_reports,bullet,cc_oi160_report.md
DC-11247,1,no-spec-home,BR-4,D-109;D-179,cc_reports,bullet,cc_oi160_report.md
DC-11248,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_oi167_collection_tonic_report.md
DC-11249,1,restates,BR-3,D-119,cc_reports,paragraph,cc_oi167_collection_tonic_report.md
DC-11250,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_oi167_collection_tonic_report.md
DC-11251,1,not-a-decision,BR-2,,cc_reports,heading,cc_oi167_collection_tonic_report.md
DC-11252,1,not-a-decision,BR-7,,cc_reports,table_row,cc_oi167_collection_tonic_report.md
